query_pdb	query_chain	hit_pdb	hit_chain	hit_cosine	hit_euclid
3NLC	A	1YVU	A	0.109436	45.188494
3NLC	A	2F8T	A	0.110063	50.872389
3NLC	A	2F8S	B	0.110124	56.533176
3NLC	A	2OW7	A	0.110198	68.183576
3NLC	A	2TPR	B	0.110422	26.870058
3NLC	A	3UGJ	A	0.110791	100.079968
3NLC	A	4EI3	A	0.111100	53.637673
3NLC	A	2NPF	A	0.111107	52.516664
3NLC	A	3B78	C	0.111265	54.295488
3NLC	A	3D50	A	0.111409	70.057120
3NLC	A	4F3T	A	0.111437	55.253959
3NLC	A	2CKJ	C	0.111637	99.654403
3NLC	A	2F7P	A	0.111887	68.139563
3NLC	A	2NPF	B	0.112191	50.626080
3NLC	A	3B82	C	0.112400	53.497664
3NLC	A	3ZT7	A	0.112504	37.215588
3NLC	A	1T3T	A	0.112528	97.421763
3NLC	A	3EJR	A	0.112559	66.745786
3NLC	A	3UNI	A	0.112606	98.989898
3NLC	A	3B8H	A	0.112706	54.827001
3NLC	A	1ZM3	A	0.112780	53.833075
3NLC	A	3UMM	A	0.112836	95.947903
3NLC	A	3UNC	B	0.112863	93.893557
3NLC	A	3ZST	B	0.112986	37.443290
3NLC	A	2CKJ	D	0.112992	98.107084
3NLC	A	2E3T	B	0.113000	98.300560
3NLC	A	3ZT5	A	0.113137	37.854986
3NLC	A	3B8H	E	0.113178	54.990908
3NLC	A	2ZIT	E	0.113210	54.387499
3NLC	A	3ZT6	A	0.113308	36.728735
3NLC	A	2E1Q	A	0.113347	101.316336
3NLC	A	3BUP	A	0.113375	74.310161
3NLC	A	3ZT6	B	0.113461	36.755952
3NLC	A	3BDJ	A	0.113463	99.829855
3NLC	A	1NBW	A	0.113466	33.105891
3NLC	A	1FEA	D	0.113519	27.276363
3NLC	A	3D4Y	A	0.113537	70.292247
3NLC	A	3UNC	A	0.113555	96.005208
3NLC	A	2D0P	A	0.113567	33.526109
3NLC	A	1ZM2	A	0.113609	53.962950
3NLC	A	2E1Q	B	0.113641	102.386523
3NLC	A	3ZT6	D	0.113665	37.296112
3NLC	A	3DX4	A	0.113776	66.947741
3NLC	A	3ZST	A	0.113835	37.255872
3NLC	A	3B78	E	0.113871	53.962950
3NLC	A	1N0V	C	0.113920	55.488738
3NLC	A	1ZM4	A	0.114118	54.516053
3NLC	A	4BCA	A	0.114171	32.817678
3NLC	A	1ZM9	C	0.114181	53.591044
3NLC	A	1ZM4	C	0.114255	52.535702
3NLC	A	3UJN	A	0.114343	95.199790
3NLC	A	4BC7	A	0.114397	33.630343
3NLC	A	3BDJ	B	0.114417	99.045444
3NLC	A	1VDV	B	0.114429	99.297533
3NLC	A	1ZM2	C	0.114502	52.877216
3NLC	A	3UNI	B	0.114536	98.173316
3NLC	A	1NBW	C	0.114538	33.166248
3NLC	A	3AM9	B	0.114600	100.662803
3NLC	A	3ZSS	A	0.114636	36.755952
3NLC	A	3ZT6	C	0.114750	37.986840
3NLC	A	2CKJ	A	0.114840	96.083297
3NLC	A	3UNA	B	0.114926	97.462813
3NLC	A	1V97	B	0.115084	98.305646
3NLC	A	3ZT7	D	0.115085	38.118237
3NLC	A	2E3T	A	0.115196	100.424101
3NLC	A	2UUV	A	0.115304	30.886890
3NLC	A	3ZSS	C	0.115325	36.891733
3NLC	A	3B82	E	0.115332	55.281100
query_pdb	query_chain	hit_pdb	hit_chain	hit_cosine	hit_euclid
3NMB	A	3NMB	A	0.000000	0.000000
3NMB	A	4HXC	A	0.098953	10.488088
3NMB	A	3OSD	A	0.160934	13.527749
3NMB	A	3PME	A	0.291209	26.381812
3NMB	A	3B3Q	F	0.310240	17.720045
3NMB	A	3U1X	B	0.313920	17.720045
3NMB	A	3UJZ	A	0.313989	39.281039
3NMB	A	3POY	A	0.317796	84.023806
3NMB	A	3RMX	B	0.318195	26.981475
3NMB	A	4F83	A	0.319417	27.404379
3NMB	A	1KY9	B	0.321033	26.907248
3NMB	A	3QCW	B	0.323447	84.011904
3NMB	A	3QCW	A	0.323536	84.391943
3NMB	A	3ECQ	A	0.324137	93.770998
3NMB	A	4F3D	B	0.325128	34.828150
3NMB	A	3B3Q	E	0.326566	18.165902
3NMB	A	2A5Z	A	0.326839	19.416488
3NMB	A	3BIW	E	0.327927	18.165902
3NMB	A	3BIW	G	0.327927	18.165902
3NMB	A	1KY9	A	0.328081	22.583180
3NMB	A	3RMY	D	0.328293	26.776856
3NMB	A	3R05	B	0.328448	84.314886
3NMB	A	1KIT	A	0.328500	63.166447
3NMB	A	3H3L	C	0.328551	17.916473
3NMB	A	3SYJ	A	0.329302	71.449283
3NMB	A	1Q56	A	0.329839	18.330303
3NMB	A	3VKF	D	0.330222	18.055470
3NMB	A	1XSQ	B	0.331498	17.888544
3NMB	A	3BIW	F	0.332037	18.275667
3NMB	A	3BIW	H	0.332037	18.275667
3NMB	A	1W0O	A	0.332815	61.951594
3NMB	A	1W0P	A	0.332857	62.561969
3NMB	A	2UZX	D	0.333110	43.783559
3NMB	A	3R05	A	0.333330	84.291162
3NMB	A	3OBT	A	0.333347	26.907248
3NMB	A	2UZX	B	0.333762	43.737855
3NMB	A	2OVW	C	0.334587	25.416530
3NMB	A	4F3D	A	0.334940	35.341194
3NMB	A	3RMX	D	0.335056	27.802878
3NMB	A	1A8D	A	0.335081	30.512293
3NMB	A	2OVW	B	0.335161	25.455844
3NMB	A	1AF9	A	0.335335	29.765752
3NMB	A	3ECQ	B	0.335411	95.509162
3NMB	A	1FV3	B	0.335685	30.561414
3NMB	A	2YG1	A	0.335762	26.514147
3NMB	A	3U1X	A	0.336104	18.055470
3NMB	A	1FV3	A	0.336355	30.000000
3NMB	A	2WQZ	C	0.336622	18.220867
3NMB	A	1FV2	A	0.336653	30.692019
3NMB	A	2OVW	D	0.336875	25.573424
3NMB	A	1SHY	B	0.337139	35.213634
3NMB	A	3R4U	A	0.337141	31.670175
3NMB	A	3N7K	A	0.337548	31.128765
3NMB	A	3VKF	C	0.337554	18.384776
3NMB	A	2A5Z	B	0.337934	19.672316
3NMB	A	3CS0	A	0.338159	25.298221
3NMB	A	1S1D	A	0.338464	24.738634
3NMB	A	3RMY	B	0.338674	27.440845
3NMB	A	3N7J	A	0.339023	27.129320
3NMB	A	4E9K	A	0.339111	19.697716
3NMB	A	2OVW	A	0.339438	25.612497
3NMB	A	3RWK	X	0.339454	37.255872
3NMB	A	3HMY	A	0.339825	29.410882
3NMB	A	3HN1	A	0.340247	29.342802
3NMB	A	3UGH	A	0.340475	40.755368
3NMB	A	4AFQ	A	0.341160	18.627936
3NMB	A	4F3A	A	0.341473	35.721142
3NMB	A	1VAV	B	0.341495	19.104973
3NMB	A	3MH7	A	0.341806	25.729361
3NMB	A	3UAJ	B	0.341893	30.757113
3NMB	A	3R4U	B	0.341914	31.701735
3NMB	A	2R1D	H	0.342185	18.303005
3NMB	A	1C4R	H	0.342194	18.330303
3NMB	A	3UJQ	A	0.342436	21.633308
3NMB	A	1S18	A	0.342561	25.099801
3NMB	A	4F30	A	0.342984	36.193922
3NMB	A	3OVW	B	0.343049	26.000000
3NMB	A	2VXR	A	0.343056	29.461840
3NMB	A	4FFF	D	0.343461	37.469988
3NMB	A	3RMY	A	0.343494	27.748874
3NMB	A	2IN5	A	0.343994	19.672316
3NMB	A	1EG1	C	0.344277	25.079872
3NMB	A	1FLG	B	0.344289	45.287967
3NMB	A	1J1T	A	0.344441	20.223748
3NMB	A	3UJO	A	0.344487	21.817424
3NMB	A	1C4R	C	0.344755	18.411953
3NMB	A	2R1D	E	0.344755	18.411953
3NMB	A	3AL8	A	0.344854	37.040518
3NMB	A	3SIT	A	0.345049	18.220867
3NMB	A	3RMX	A	0.345125	28.017851
3NMB	A	1OVW	C	0.345252	26.153394
3NMB	A	4FWW	A	0.345324	33.763886
3NMB	A	1FLG	A	0.345515	45.836667
3NMB	A	2R1D	F	0.345539	18.466185
3NMB	A	3FSN	B	0.345676	35.665109
3NMB	A	3H3L	B	0.345676	18.547237
3NMB	A	1OVW	D	0.345922	26.153394
3NMB	A	2ZAA	A	0.346105	19.899749
3NMB	A	3OU0	A	0.346108	25.337719
3NMB	A	3R4S	A	0.346124	32.109189
query_pdb	query_chain	hit_pdb	hit_chain	hit_cosine	hit_euclid
3NMD	A	3NMD	A	0.000000	0.000000
3NMD	A	3UF1	B	0.002542	35.199432
3NMD	A	3NMD	D	0.002803	2.236068
3NMD	A	2W6B	A	0.002843	2.449490
3NMD	A	3NMD	E	0.002969	2.449490
3NMD	A	3NMD	B	0.003149	3.162278
3NMD	A	3CVE	A	0.003438	14.212670
3NMD	A	3NMD	C	0.003665	3.162278
3NMD	A	3UF1	A	0.004038	34.539832
3NMD	A	3UF1	D	0.004825	36.110940
3NMD	A	2E7S	C	0.004938	55.317267
3NMD	A	3O0Z	A	0.004962	73.020545
3NMD	A	3CVE	D	0.005515	12.165525
3NMD	A	3CVF	D	0.006029	18.193405
3NMD	A	3O0Z	C	0.006192	87.521426
3NMD	A	2EFL	A	0.006245	111.566124
3NMD	A	2EFK	A	0.006302	104.024036
3NMD	A	2XNX	N	0.006721	42.860238
3NMD	A	2E7S	J	0.006887	46.346521
3NMD	A	3CVE	C	0.006948	13.341664
3NMD	A	3UF1	C	0.006971	32.171416
3NMD	A	2E7S	E	0.007064	63.245553
3NMD	A	3CVF	B	0.007090	18.193405
3NMD	A	3TRT	A	0.007149	19.261360
3NMD	A	3U2Y	L	0.007224	9.380832
3NMD	A	1G1I	A	0.007238	9.486833
3NMD	A	2E7S	O	0.007520	64.218377
3NMD	A	2V1Y	B	0.007640	60.761830
3NMD	A	3TRT	B	0.007986	10.344080
3NMD	A	3LT6	B	0.008067	11.401754
3NMD	A	3O0Z	B	0.008106	67.268120
3NMD	A	2XND	M	0.008213	9.165151
3NMD	A	2E7S	D	0.008236	62.225397
3NMD	A	2IIU	B	0.008345	64.467046
3NMD	A	1SKV	D	0.008372	5.196152
3NMD	A	2XOK	M	0.008712	8.366600
3NMD	A	2XOK	N	0.008712	8.366600
3NMD	A	2E7S	M	0.008714	59.152346
3NMD	A	2OLT	B	0.008849	63.827894
3NMD	A	3F89	A	0.008870	30.182777
3NMD	A	1Y2O	B	0.008958	88.938181
3NMD	A	2XND	P	0.009057	8.602325
3NMD	A	1Y2O	A	0.009146	92.854725
3NMD	A	3CVE	B	0.009155	15.362291
3NMD	A	2ZXX	A	0.009229	8.185353
3NMD	A	3NKZ	B	0.009234	13.747727
3NMD	A	3ZRY	P	0.009298	11.135529
3NMD	A	1X04	A	0.009333	60.720672
3NMD	A	3MQ7	F	0.009352	35.242020
3NMD	A	3CAZ	A	0.009412	78.701969
3NMD	A	3ZRY	O	0.009425	10.246951
3NMD	A	3ZRY	R	0.009425	10.246951
3NMD	A	3ZRY	S	0.009425	10.246951
3NMD	A	2XOK	S	0.009449	11.000000
3NMD	A	1PFI	A	0.009492	7.745967
3NMD	A	3HLS	B	0.009520	4.123106
3NMD	A	2XND	Q	0.009554	7.745967
3NMD	A	2X7R	E	0.009555	7.071068
3NMD	A	3ZRY	J	0.009590	9.380832
3NMD	A	3ZRY	K	0.009590	9.380832
3NMD	A	3ZRY	M	0.009590	9.380832
3NMD	A	3ZRY	N	0.009590	9.380832
3NMD	A	3I2W	B	0.009694	106.268528
3NMD	A	3CVF	C	0.009771	22.203603
3NMD	A	3ZRY	Q	0.009776	10.392305
3NMD	A	3ZRY	L	0.009799	8.544004
3NMD	A	2XND	J	0.009802	7.874008
3NMD	A	3LBX	A	0.009817	52.649786
3NMD	A	3HLS	G	0.009822	4.358899
3NMD	A	3HLS	H	0.009822	4.358899
3NMD	A	3O0Z	D	0.009854	78.396428
3NMD	A	2IIU	C	0.009862	63.663176
3NMD	A	2XOK	K	0.009875	9.273618
3NMD	A	2Z0N	A	0.010160	76.785415
3NMD	A	3TUL	A	0.010263	46.701178
3NMD	A	2XOK	R	0.010325	9.433981
3NMD	A	2XOK	O	0.010325	9.433981
3NMD	A	3CVF	A	0.010367	18.303005
3NMD	A	3DYJ	A	0.010459	115.000000
3NMD	A	2XOK	L	0.010509	7.681146
3NMD	A	2XNX	M	0.010568	41.412558
3NMD	A	3MQ7	J	0.010587	33.406586
3NMD	A	1KD8	D	0.010593	11.180340
3NMD	A	2E7S	B	0.010665	58.163562
3NMD	A	2R9I	A	0.010699	8.426150
3NMD	A	3R84	I	0.010795	12.041595
3NMD	A	3NKZ	C	0.010802	11.916375
3NMD	A	2E7S	S	0.010858	59.169249
3NMD	A	3HLS	A	0.010864	4.582576
3NMD	A	2OU1	F	0.010890	8.544004
3NMD	A	2OU1	B	0.010890	8.544004
3NMD	A	2XND	N	0.010899	8.000000
3NMD	A	3DYJ	B	0.010906	116.030168
3NMD	A	3MQ7	D	0.010954	35.298725
3NMD	A	3MQ7	B	0.010954	35.298725
3NMD	A	3MQ7	G	0.010954	35.298725
3NMD	A	3MQ7	L	0.010954	35.298725
3NMD	A	2E7S	T	0.010968	49.759421
3NMD	A	2XOK	P	0.011011	11.224972
3NMD	A	3MQ7	A	0.011026	36.249138
query_pdb	query_chain	hit_pdb	hit_chain	hit_cosine	hit_euclid
3NNQ	A	3NNQ	A	0.000000	0.000000
3NNQ	A	3NNQ	B	0.004902	1.414214
3NNQ	A	3NIV	C	0.151173	28.407745
3NNQ	A	3AQM	B	0.152667	60.099917
3NNQ	A	3SQN	A	0.153042	80.845532
3NNQ	A	2CSE	1	0.153134	186.890342
3NNQ	A	1N38	A	0.153324	188.425051
3NNQ	A	1TAQ	A	0.153326	127.471565
3NNQ	A	1Z1B	B	0.153410	54.027771
3NNQ	A	1BR2	A	0.153452	101.995098
3NNQ	A	1BR2	F	0.153582	102.014705
3NNQ	A	2W4G	M	0.153696	144.388365
3NNQ	A	3AQN	B	0.153849	61.204575
3NNQ	A	1BGX	T	0.153868	100.737282
3NNQ	A	1BR1	C	0.154053	123.802262
3NNQ	A	1NJY	A	0.154088	101.843016
3NNQ	A	1BR1	E	0.154099	123.810339
3NNQ	A	1D1A	A	0.154144	108.208133
3NNQ	A	1P7D	B	0.154161	45.836667
3NNQ	A	1MUK	A	0.154182	187.483333
3NNQ	A	1BR2	B	0.154263	102.034308
3NNQ	A	1BR2	C	0.154263	102.034308
3NNQ	A	1BR2	D	0.154263	102.034308
3NNQ	A	1BR2	E	0.154263	102.034308
3NNQ	A	1X3W	A	0.154293	48.135226
3NNQ	A	2BDP	A	0.154354	102.791050
3NNQ	A	1BR1	A	0.154569	123.810339
3NNQ	A	1BR1	G	0.154615	123.818415
3NNQ	A	1NKC	A	0.154643	102.752129
3NNQ	A	1MWH	A	0.154717	186.375964
3NNQ	A	1N35	A	0.154818	187.808413
3NNQ	A	1UON	A	0.154818	187.808413
3NNQ	A	1NK6	A	0.154869	102.868849
3NNQ	A	1N1H	A	0.154893	187.744507
3NNQ	A	3FOF	A	0.154917	78.606615
3NNQ	A	3AQM	A	0.154932	58.275209
3NNQ	A	4BDP	A	0.154998	101.153349
3NNQ	A	2HVH	A	0.155150	98.366661
3NNQ	A	1XC9	A	0.155159	98.285299
3NNQ	A	1NK0	A	0.155423	101.960777
3NNQ	A	3AQL	B	0.155448	61.286214
3NNQ	A	1NJX	A	0.155466	100.975244
3NNQ	A	3HPO	A	0.155533	98.422558
3NNQ	A	1NJW	A	0.155672	102.907726
3NNQ	A	2XO7	A	0.155868	99.959992
3NNQ	A	3AQK	A	0.155979	62.657801
3NNQ	A	1NK9	A	0.156032	104.699570
3NNQ	A	3EZ5	A	0.156047	99.242128
3NNQ	A	2Y1J	A	0.156154	100.995049
3NNQ	A	1NK8	A	0.156176	103.894177
3NNQ	A	4DB1	A	0.156217	106.465957
3NNQ	A	2Y8I	X	0.156232	97.118484
3NNQ	A	2HHS	A	0.156365	102.019606
3NNQ	A	1NK4	A	0.156452	96.902012
3NNQ	A	1D1B	A	0.156478	106.920531
3NNQ	A	2W4H	M	0.156582	150.106629
3NNQ	A	2W4A	M	0.156660	150.039995
3NNQ	A	1NK5	A	0.156670	102.810505
3NNQ	A	3HP6	A	0.156751	93.552125
3NNQ	A	1E3M	B	0.156755	107.377838
3NNQ	A	4DS5	A	0.156919	96.803926
3NNQ	A	2HW3	A	0.156948	100.119928
3NNQ	A	1MMN	A	0.156968	113.459244
3NNQ	A	1L3U	A	0.156991	102.859127
3NNQ	A	1L3S	A	0.157083	103.701495
3NNQ	A	1UA1	A	0.157096	103.951912
3NNQ	A	1U49	A	0.157121	102.713193
3NNQ	A	2HHQ	A	0.157147	103.711137
3NNQ	A	1P7D	A	0.157172	46.829478
3NNQ	A	2HHW	A	0.157197	100.239713
3NNQ	A	3R1F	F	0.157208	17.117243
3NNQ	A	4DS4	A	0.157378	97.698516
3NNQ	A	3F6T	A	0.157453	72.470684
3NNQ	A	1UA0	A	0.157466	101.439637
3NNQ	A	1LV5	B	0.157506	97.385831
3NNQ	A	1L5U	A	0.157551	103.855669
3NNQ	A	2HHU	A	0.157568	102.946588
3NNQ	A	3TI0	A	0.157625	101.960777
3NNQ	A	1U47	A	0.157666	102.878569
3NNQ	A	1L3V	A	0.157702	101.143462
3NNQ	A	2HVH	D	0.157767	100.821625
3NNQ	A	3BDP	A	0.157778	103.807514
3NNQ	A	1Z1B	A	0.157890	56.920998
3NNQ	A	1NKB	A	0.157952	103.004854
3NNQ	A	1FMV	A	0.158025	111.144051
3NNQ	A	2HHV	A	0.158043	103.682207
3NNQ	A	2HHT	A	0.158081	103.605019
3NNQ	A	4BBS	M	0.158093	22.516660
3NNQ	A	1U48	A	0.158111	101.950969
3NNQ	A	3PX0	A	0.158148	95.157764
3NNQ	A	2XY6	A	0.158208	101.965681
3NNQ	A	3PV8	A	0.158223	101.138519
3NNQ	A	2YZS	A	0.158332	59.025418
3NNQ	A	2HHW	D	0.158430	101.833197
3NNQ	A	3OC3	B	0.158444	130.556501
3NNQ	A	1FMW	A	0.158449	110.299592
3NNQ	A	1NK7	A	0.158489	100.099950
3NNQ	A	1L3T	A	0.158501	102.009803
3NNQ	A	3I5I	A	0.158518	154.912879
3NNQ	A	1U4B	A	0.158562	103.014562
query_pdb	query_chain	hit_pdb	hit_chain	hit_cosine	hit_euclid
3NNR	A	3NNR	A	-0.000000	0.000000
3NNR	A	3DPJ	A	0.038254	13.527749
3NNR	A	1VI0	B	0.040936	13.820275
3NNR	A	3DPJ	E	0.040943	13.928388
3NNR	A	3DPJ	C	0.041007	13.892444
3NNR	A	3DCF	A	0.041399	14.594520
3NNR	A	3DCF	B	0.041652	14.177447
3NNR	A	2QR4	B	0.042572	81.055537
3NNR	A	2QR4	A	0.043364	93.941471
3NNR	A	3DPJ	D	0.043396	14.212670
3NNR	A	3DPJ	B	0.043823	14.352700
3NNR	A	3DPJ	H	0.043880	14.282857
3NNR	A	3FHN	D	0.043923	149.576068
3NNR	A	3DPJ	G	0.044068	14.628739
3NNR	A	3FHN	C	0.044072	151.026488
3NNR	A	2ODM	B	0.044443	22.226111
3NNR	A	3KKD	B	0.044624	15.684387
3NNR	A	3ANP	D	0.044860	14.456832
3NNR	A	3FHN	A	0.044979	154.586545
3NNR	A	1UI5	A	0.045440	15.394804
3NNR	A	3FHN	B	0.045495	154.470062
3NNR	A	3ANG	D	0.045915	14.594520
3NNR	A	3ANP	B	0.045970	14.628739
3NNR	A	3DPJ	F	0.046536	14.696938
3NNR	A	3ANG	A	0.046544	15.198684
3NNR	A	3LJI	A	0.046976	25.573424
3NNR	A	3ANP	C	0.047485	17.549929
3NNR	A	3ANP	A	0.047516	17.175564
3NNR	A	1UI5	B	0.047542	16.763055
3NNR	A	3BJB	D	0.047735	15.297059
3NNR	A	1TO9	B	0.047793	20.880613
3NNR	A	2QJ0	A	0.047794	183.114718
3NNR	A	2X19	B	0.048034	164.048773
3NNR	A	3KWO	B	0.048095	14.933185
3NNR	A	3ANG	B	0.048403	15.033296
3NNR	A	2OLT	A	0.048431	43.255058
3NNR	A	2OND	B	0.048537	28.965497
3NNR	A	3QTM	B	0.048824	50.931326
3NNR	A	2V0P	B	0.048863	26.134269
3NNR	A	1U9N	A	0.049057	15.099669
3NNR	A	3ANG	C	0.049184	17.406895
3NNR	A	2OLT	C	0.049212	45.530210
3NNR	A	1T72	B	0.049261	34.117444
3NNR	A	2Z0V	A	0.049304	37.549967
3NNR	A	1TYH	A	0.049364	20.784610
3NNR	A	3PBJ	E	0.049447	37.656341
3NNR	A	1DOW	A	0.049536	43.680659
3NNR	A	2Z0N	A	0.049544	61.773781
3NNR	A	3U9J	B	0.049734	15.198684
3NNR	A	2QI9	A	0.049838	50.089919
3NNR	A	2OND	A	0.049990	28.827071
3NNR	A	2H3R	D	0.050006	24.392622
3NNR	A	2IZ2	A	0.050062	15.811388
3NNR	A	3U9J	A	0.050085	15.329710
3NNR	A	2QKO	B	0.050150	15.264338
3NNR	A	3QTM	A	0.050151	57.982756
3NNR	A	1TYH	E	0.050212	20.445048
3NNR	A	1T3W	A	0.050258	19.052559
3NNR	A	3KKD	A	0.050401	16.822604
3NNR	A	1TYH	B	0.050446	21.118712
3NNR	A	2NTX	A	0.050595	30.232433
3NNR	A	1HU3	A	0.050745	16.248077
3NNR	A	1T72	A	0.050887	34.626579
3NNR	A	1TYH	D	0.050930	21.118712
3NNR	A	3K1S	B	0.050985	16.248077
3NNR	A	1YIG	A	0.050995	24.779023
3NNR	A	2IIU	C	0.051042	49.284886
3NNR	A	3BJB	A	0.051054	16.031220
3NNR	A	2PTS	A	0.051060	57.008771
3NNR	A	3U2Y	O	0.051097	20.396078
3NNR	A	1JUS	D	0.051237	15.748016
3NNR	A	1T72	G	0.051410	30.083218
3NNR	A	3U2Y	N	0.051419	20.371549
3NNR	A	4AFL	D	0.051493	18.165902
3NNR	A	3LK5	A	0.051544	49.809638
3NNR	A	3BJB	E	0.051593	15.748016
3NNR	A	2L3L	A	0.051596	15.842980
3NNR	A	3BJB	C	0.051630	16.522712
3NNR	A	1Y2O	A	0.052388	77.730303
3NNR	A	2VMA	B	0.052388	22.135944
3NNR	A	3JUI	A	0.052452	15.937377
3NNR	A	2GBO	B	0.052501	21.563859
3NNR	A	1T72	D	0.052581	34.102786
3NNR	A	2OTA	B	0.052616	30.033315
3NNR	A	3DYT	A	0.052712	63.221832
3NNR	A	4AFL	E	0.052756	18.000000
3NNR	A	2H1N	B	0.052780	93.252346
3NNR	A	1L7V	B	0.052877	53.879495
3NNR	A	3UF1	D	0.052879	25.019992
3NNR	A	1L7V	A	0.053014	53.656314
3NNR	A	1YCE	s	0.053147	16.643317
3NNR	A	2RAI	B	0.053158	61.587336
3NNR	A	2OLT	B	0.053171	49.678969
3NNR	A	3RA3	A	0.053228	37.986840
3NNR	A	2RAI	A	0.053273	63.435006
3NNR	A	2H1J	B	0.053273	93.187982
3NNR	A	3KNW	A	0.053281	18.000000
3NNR	A	2QKO	C	0.053285	15.716234
3NNR	A	2H1J	A	0.053317	92.406710
3NNR	A	2H1N	A	0.053418	94.116949
query_pdb	query_chain	hit_pdb	hit_chain	hit_cosine	hit_euclid
3NO2	A	3NO2	A	0.000000	0.000000
3NO2	A	2DG1	B	0.203387	22.315914
3NO2	A	2DSO	B	0.203986	22.248595
3NO2	A	2DG1	A	0.204103	22.427661
3NO2	A	2DSO	A	0.204281	22.271057
3NO2	A	2DSO	F	0.204721	22.135944
3NO2	A	2DG1	D	0.204974	22.494444
3NO2	A	2DG1	F	0.206495	22.383029
3NO2	A	2DG1	E	0.206580	22.248595
3NO2	A	2DSO	E	0.207130	22.516660
3NO2	A	2DG0	B	0.208459	22.561028
3NO2	A	2DG0	I	0.209706	22.627417
3NO2	A	2DG0	A	0.209790	22.605309
3NO2	A	2DG0	D	0.209958	22.561028
3NO2	A	2DG0	H	0.210687	22.759613
3NO2	A	2DSO	D	0.210775	22.737634
3NO2	A	3V9F	C	0.211627	65.153665
3NO2	A	2DG0	G	0.212044	22.605309
3NO2	A	2DG0	K	0.212166	22.671568
3NO2	A	2DG0	F	0.212407	22.891046
3NO2	A	2DG1	C	0.212572	22.759613
3NO2	A	2DSO	C	0.213450	22.912878
3NO2	A	2DG0	J	0.213543	22.891046
3NO2	A	2DG0	L	0.214303	23.065125
3NO2	A	3U0S	B	0.214496	23.021729
3NO2	A	3V9F	B	0.214797	65.688660
3NO2	A	3V9F	D	0.215622	65.719099
3NO2	A	2DG0	E	0.215814	23.151674
3NO2	A	2DG0	C	0.217059	23.130067
3NO2	A	3V9F	A	0.218591	66.098411
3NO2	A	1PI6	A	0.221302	56.603887
3NO2	A	3BYC	A	0.222886	23.664319
3NO2	A	3U0S	A	0.223351	22.912878
3NO2	A	2CN2	C	0.223690	50.279220
3NO2	A	1Q7F	A	0.223998	23.600847
3NO2	A	2CN2	D	0.224042	49.939964
3NO2	A	3LI5	A	0.224275	23.622024
3NO2	A	1PGU	A	0.225654	55.317267
3NO2	A	1QBI	A	0.226007	24.207437
3NO2	A	3LI4	A	0.226014	23.874673
3NO2	A	2GVU	A	0.226051	23.579652
3NO2	A	3O4P	A	0.226872	23.790755
3NO2	A	1PJX	A	0.226872	23.790755
3NO2	A	3HLI	A	0.227130	24.020824
3NO2	A	2CN2	A	0.227168	50.576674
3NO2	A	3LI3	A	0.227379	23.769729
3NO2	A	1CQ1	B	0.227483	24.819347
3NO2	A	2GVW	A	0.227493	23.958297
3NO2	A	3HRP	A	0.227510	26.645825
3NO2	A	2I0R	A	0.228104	24.556058
3NO2	A	2VDU	D	0.228415	26.419690
3NO2	A	2VDU	B	0.228650	26.305893
3NO2	A	1PGU	B	0.229146	56.071383
3NO2	A	3HLI	D	0.229567	24.331050
3NO2	A	3KGG	A	0.230028	24.062419
3NO2	A	2IUR	A	0.230404	24.799194
3NO2	A	2EBS	B	0.230553	54.781384
3NO2	A	2HKM	A	0.230802	24.799194
3NO2	A	2GVV	A	0.231999	24.062419
3NO2	A	2OAJ	A	0.232415	69.778220
3NO2	A	2I0S	A	0.232622	24.879711
3NO2	A	2H47	F	0.232911	25.059928
3NO2	A	2GVX	A	0.233266	24.372115
3NO2	A	2OK6	A	0.233333	24.779023
3NO2	A	3VL1	A	0.233357	31.224990
3NO2	A	1QBI	B	0.233815	25.099801
3NO2	A	2AH0	A	0.233858	25.039968
3NO2	A	2IAS	A	0.234253	23.579652
3NO2	A	2IAT	A	0.234320	24.331050
3NO2	A	3A0F	A	0.234500	54.506880
3NO2	A	2IUP	B	0.235060	25.039968
3NO2	A	2HXC	A	0.235499	24.979992
3NO2	A	2CN2	B	0.235546	50.833060
3NO2	A	3G4H	B	0.235892	23.643181
3NO2	A	2IAX	A	0.236131	24.166092
3NO2	A	2IAU	A	0.236278	24.207437
3NO2	A	2IAP	A	0.236296	23.790755
3NO2	A	2AH1	A	0.236301	24.979992
3NO2	A	2IAW	A	0.236566	24.289916
3NO2	A	3HLH	A	0.236821	24.248711
3NO2	A	1SQJ	B	0.236877	54.506880
3NO2	A	3HLH	D	0.237022	24.083189
3NO2	A	3HLI	B	0.237118	24.454039
3NO2	A	2IAO	A	0.237186	23.916521
3NO2	A	2AGW	B	0.237279	25.119713
3NO2	A	4A08	B	0.237317	26.057628
3NO2	A	2CN3	B	0.237347	52.611786
3NO2	A	2AH0	B	0.237360	25.000000
3NO2	A	3EU7	A	0.237513	24.576411
3NO2	A	2HJB	B	0.237513	24.576411
3NO2	A	3HLH	B	0.237760	24.289916
3NO2	A	4G56	B	0.237994	24.799194
3NO2	A	2EBS	A	0.238215	55.027266
3NO2	A	2H3X	D	0.238275	24.758837
3NO2	A	3FW0	A	0.238364	23.622024
3NO2	A	3HLH	C	0.238558	24.289916
3NO2	A	2CN3	A	0.238618	53.553711
3NO2	A	3DSM	A	0.238937	24.779023
