query_pdb	query_chain	hit_pdb	hit_chain	hit_cosine	hit_euclid
2V63	E	1UZD	K	0.004373	5.744563
2V63	E	1UZD	O	0.004373	5.744563
2V63	E	2VDI	H	0.004374	5.744563
2V63	E	2VDI	E	0.004375	5.744563
2V63	E	2V68	A	0.004461	5.830952
2V63	E	2V68	G	0.004481	6.000000
2V63	E	1UZD	E	0.004567	5.916080
2V63	E	2V68	B	0.004586	5.916080
2V63	E	1UW9	E	0.004586	5.916080
2V63	E	1UZH	A	0.004642	5.916080
2V63	E	1IR2	W	0.004713	6.000000
2V63	E	2V6A	D	0.004725	6.000000
2V63	E	2VDI	B	0.004767	6.000000
2V63	E	1IR2	Z	0.004770	6.000000
2V63	E	2V6A	B	0.004878	6.082763
2V63	E	1IR2	B	0.004903	6.082763
2V63	E	2VDI	D	0.004907	6.082763
2V63	E	2VDH	B	0.004996	6.164414
2V63	E	1IR2	C	0.005041	6.164414
2V63	E	1UZD	H	0.005118	6.244998
2V63	E	1UW9	A	0.005124	6.244998
2V63	E	1UW9	B	0.005129	6.244998
2V63	E	1IR2	D	0.005132	6.244998
2V63	E	2V6A	F	0.005137	6.244998
2V63	E	1UZH	E	0.005162	6.244998
2V63	E	1UWA	H	0.005169	6.244998
2V63	E	2VDI	F	0.005173	6.244998
2V63	E	2VDI	C	0.005173	6.244998
2V63	E	2V69	A	0.005174	6.244998
2V63	E	1UW9	V	0.005257	6.324555
2V63	E	2V68	H	0.005272	6.324555
2V63	E	1IR2	F	0.005400	6.403124
2V63	E	1UZH	K	0.005428	6.403124
2V63	E	1UZH	H	0.005433	6.403124
2V63	E	1UWA	K	0.005435	6.403124
2V63	E	1IR2	E	0.005440	6.403124
2V63	E	2V69	G	0.005441	6.403124
2V63	E	2V69	C	0.005442	6.403124
2V63	E	2V69	D	0.005550	6.480741
2V63	E	1IR2	H	0.005564	6.480741
2V63	E	2V69	F	0.005647	6.557439
2V63	E	1UW9	R	0.005662	6.557439
2V63	E	2V6A	C	0.005664	6.557439
2V63	E	2V6A	E	0.005686	6.557439
2V63	E	1IR2	V	0.005693	6.557439
2V63	E	2V6A	A	0.005694	6.557439
2V63	E	1UZH	V	0.005696	6.557439
2V63	E	1UZH	B	0.005700	6.557439
2V63	E	2V6A	G	0.005703	6.557439
2V63	E	1UZH	R	0.005704	6.557439
2V63	E	1GK8	E	0.005754	6.708204
2V63	E	2V68	C	0.005935	6.708204
2V63	E	1UW9	K	0.005940	6.708204
2V63	E	2V6A	H	0.005949	6.708204
2V63	E	1IR2	S	0.005952	6.708204
2V63	E	1IR2	U	0.005959	6.708204
2V63	E	1UZH	O	0.005965	6.708204
2V63	E	1IR2	A	0.006089	6.782330
2V63	F	2V63	F	0.000000	0.000000
2V63	F	2V63	E	0.001059	2.828427
2V63	F	2V63	D	0.001324	3.162278
2V63	F	2V63	G	0.001853	3.741657
2V63	F	2V63	A	0.001853	3.741657
2V63	F	2V63	C	0.001854	3.741657
2V63	F	2V63	H	0.002648	4.472136
2V63	F	2V63	B	0.002649	4.472136
2V63	F	2VDH	A	0.002783	4.582576
2V63	F	2V67	H	0.002911	4.690416
2V63	F	2V67	C	0.002982	4.795832
2V63	F	2V67	D	0.002994	4.795832
2V63	F	2V67	B	0.003231	5.000000
2V63	F	2V68	F	0.003254	5.000000
2V63	F	2V67	F	0.003310	5.000000
2V63	F	1UWA	B	0.003311	5.000000
2V63	F	2V67	G	0.003314	5.000000
2V63	F	1UWA	R	0.003314	5.000000
2V63	F	2V67	A	0.003384	5.099020
2V63	F	1IR2	G	0.003447	5.099020
2V63	F	2V67	E	0.003497	5.196152
2V63	F	1UZD	A	0.003504	5.196152
2V63	F	2VDH	G	0.003534	5.196152
2V63	F	2VDH	D	0.003575	5.196152
2V63	F	2VDH	F	0.003576	5.196152
2V63	F	1UWA	V	0.003579	5.196152
2V63	F	2VDI	B	0.003708	5.291503
2V63	F	2VDH	E	0.003837	5.385165
2V63	F	1UZH	H	0.003843	5.385165
2V63	F	1IR2	Y	0.003845	5.385165
2V63	F	2V68	G	0.003936	5.656854
2V63	F	2VDI	G	0.003973	5.477226
2V63	F	1UZD	B	0.004039	5.567764
2V63	F	2V68	B	0.004048	5.567764
2V63	F	1UWA	O	0.004100	5.567764
2V63	F	2VDH	C	0.004102	5.567764
2V63	F	1UZH	E	0.004103	5.567764
2V63	F	1UZH	K	0.004104	5.567764
2V63	F	1UZH	V	0.004106	5.567764
2V63	F	2VDH	H	0.004106	5.567764
2V63	F	2VDI	H	0.004109	5.567764
2V63	F	1UWA	A	0.004109	5.567764
2V63	F	2VDI	E	0.004109	5.567764
2V63	F	1UZH	R	0.004111	5.567764
2V63	F	1UZH	A	0.004111	5.567764
2V63	F	2V68	A	0.004193	5.656854
2V63	F	1IR2	X	0.004240	5.656854
2V63	F	1UZD	V	0.004242	5.656854
2V63	F	2V68	D	0.004343	5.744563
2V63	F	1UWA	E	0.004370	5.744563
2V63	F	1UZD	K	0.004373	5.744563
2V63	F	1UZD	O	0.004373	5.744563
2V63	F	1UWA	H	0.004374	5.744563
2V63	F	1UZH	O	0.004374	5.744563
2V63	F	1UZD	R	0.004376	5.744563
2V63	F	2V68	E	0.004447	5.830952
2V63	F	1IR2	T	0.004508	5.830952
2V63	F	1UW9	E	0.004586	5.916080
2V63	F	1IR2	D	0.004594	5.916080
2V63	F	1IR2	V	0.004634	5.916080
2V63	F	1IR2	B	0.004638	5.916080
2V63	F	2VDI	A	0.004638	5.916080
2V63	F	1UZH	B	0.004639	5.916080
2V63	F	2VDH	B	0.004727	6.000000
2V63	F	1IR2	Z	0.004770	6.000000
2V63	F	1IR2	C	0.004775	6.000000
2V63	F	1UW9	B	0.004860	6.082763
2V63	F	2V6A	B	0.004878	6.082763
2V63	F	2VDI	C	0.004908	6.082763
2V63	F	1IR2	W	0.004982	6.164414
2V63	F	1UZD	H	0.005118	6.244998
2V63	F	1UW9	A	0.005124	6.244998
2V63	F	2V68	C	0.005129	6.244998
2V63	F	1GK8	C	0.005165	6.244998
2V63	F	1UWA	K	0.005170	6.244998
2V63	F	2VDI	D	0.005173	6.244998
2V63	F	1IR2	E	0.005174	6.244998
2V63	F	1UW9	V	0.005257	6.324555
2V63	F	1IR2	H	0.005299	6.324555
2V63	F	1UZD	E	0.005375	6.403124
2V63	F	1UW9	K	0.005403	6.403124
2V63	F	2V6A	F	0.005405	6.403124
2V63	F	2V6A	E	0.005418	6.403124
2V63	F	1IR2	U	0.005430	6.403124
2V63	F	2VDI	F	0.005439	6.403124
2V63	F	1GK8	E	0.005482	6.557439
2V63	F	2V6A	D	0.005531	6.480741
2V63	F	2V68	H	0.005541	6.480741
2V63	F	1UW9	R	0.005662	6.557439
2V63	F	2V6A	C	0.005664	6.557439
2V63	F	1IR2	S	0.005684	6.557439
2V63	F	2V6A	A	0.005694	6.557439
2V63	F	2V69	F	0.005917	6.708204
2V63	F	1UW9	O	0.005930	6.708204
2V63	F	1UW9	H	0.005938	6.708204
2V63	F	1IR2	F	0.005938	6.708204
2V63	F	2V6A	H	0.005949	6.708204
2V63	F	2V6A	G	0.005970	6.708204
2V63	F	2V69	A	0.005971	6.708204
2V63	F	2V69	G	0.005973	6.708204
2V63	G	2V63	G	0.000000	0.000000
2V63	G	2V63	D	0.001324	3.162278
2V63	G	2V63	E	0.001588	3.464102
2V63	G	2V63	A	0.001853	3.741657
2V63	G	2V63	F	0.001853	3.741657
2V63	G	2V63	H	0.002117	4.000000
2V63	G	2V63	C	0.002118	4.000000
2V63	G	2V67	F	0.002250	4.123106
2V63	G	2VDH	A	0.002252	4.123106
2V63	G	2V63	B	0.002383	4.242641
2V63	G	2VDH	F	0.002515	4.358899
2V63	G	2VDH	G	0.002725	4.582576
2V63	G	2VDH	C	0.002778	4.582576
2V63	G	2V67	G	0.002782	4.582576
2V63	G	2V67	H	0.002910	4.690416
2V63	G	2VDH	D	0.003044	4.795832
2V63	G	1UWA	V	0.003047	4.795832
2V63	G	1UZD	A	0.003230	5.000000
2V63	G	2V67	C	0.003246	5.000000
2V63	G	2V67	D	0.003258	5.000000
2V63	G	1UWA	O	0.003305	5.000000
2V63	G	2VDH	E	0.003307	5.000000
2V63	G	1UWA	B	0.003310	5.000000
2V63	G	1UWA	R	0.003313	5.000000
2V63	G	2VDI	G	0.003442	5.099020
2V63	G	1IR2	G	0.003445	5.099020
2V63	G	2V67	E	0.003492	5.196152
2V63	G	1UZD	B	0.003495	5.196152
2V63	G	2V67	B	0.003495	5.196152
2V63	G	2V68	B	0.003505	5.196152
2V63	G	1UWA	E	0.003575	5.196152
2V63	G	1UZD	R	0.003578	5.196152
2V63	G	2V67	A	0.003648	5.291503
2V63	G	2VDH	B	0.003648	5.291503
2V63	G	1UZD	V	0.003710	5.291503
2V63	G	2VDH	H	0.003840	5.385165
2V63	G	1UZD	K	0.003842	5.385165
2V63	G	1UZD	O	0.003842	5.385165
2V63	G	2V68	G	0.003927	5.656854
2V63	G	1IR2	X	0.003974	5.477226
2V63	G	1UZD	H	0.004037	5.567764
2V63	G	1UWA	A	0.004108	5.567764
2V63	G	1UWA	K	0.004108	5.567764
2V63	G	2VDI	B	0.004236	5.656854
2V63	G	2VDI	A	0.004372	5.744563
2V63	G	1UWA	H	0.004372	5.744563
2V63	G	2VDI	H	0.004372	5.744563
2V63	G	2VDI	E	0.004373	5.744563
2V63	G	1UZD	E	0.004561	5.916080
2V63	G	1UW9	B	0.004586	5.916080
2V63	G	2V6A	B	0.004605	5.916080
2V63	G	1UZH	E	0.004631	5.916080
2V63	G	1IR2	V	0.004633	5.916080
2V63	G	1GK8	C	0.004634	5.916080
2V63	G	1UZH	B	0.004637	5.916080
2V63	G	1UZH	A	0.004640	5.916080
2V63	G	2V68	E	0.004710	6.000000
2V63	G	1IR2	Z	0.004769	6.000000
2V63	G	1IR2	T	0.004772	6.000000
2V63	G	1IR2	C	0.004773	6.000000
2V63	G	1UW9	A	0.004849	6.082763
2V63	G	1UW9	E	0.004849	6.082763
2V63	G	1UW9	R	0.004849	6.082763
2V63	G	2V68	C	0.004855	6.082763
2V63	G	1IR2	F	0.004858	6.082763
2V63	G	2V68	F	0.004861	6.082763
2V63	G	1UZH	K	0.004897	6.082763
2V63	G	1UZH	V	0.004900	6.082763
2V63	G	1IR2	Y	0.004905	6.082763
2V63	G	1UZH	R	0.004905	6.082763
2V63	G	2VDI	D	0.004905	6.082763
2V63	G	1UW9	V	0.004982	6.164414
2V63	G	2V68	A	0.004994	6.164414
2V63	G	1IR2	D	0.005126	6.244998
2V63	G	1UW9	K	0.005129	6.244998
2V63	G	2V68	D	0.005143	6.244998
2V63	G	1IR2	U	0.005163	6.244998
2V63	G	1UZH	H	0.005167	6.244998
2V63	G	1UZH	O	0.005168	6.244998
2V63	G	2VDI	C	0.005171	6.244998
2V63	G	2VDI	F	0.005171	6.244998
2V63	G	1IR2	W	0.005245	6.324555
2V63	G	2V6A	D	0.005257	6.324555
2V63	G	2V68	H	0.005267	6.324555
2V63	G	1IR2	H	0.005297	6.324555
2V63	G	1IR2	S	0.005411	6.403124
2V63	G	2V6A	G	0.005431	6.403124
2V63	G	1IR2	B	0.005432	6.403124
2V63	G	1IR2	E	0.005437	6.403124
2V63	G	1GK8	G	0.005467	6.557439
2V63	G	2V69	F	0.005641	6.557439
2V63	G	1UW9	O	0.005656	6.557439
2V63	G	2V6A	C	0.005659	6.557439
2V63	G	1UW9	H	0.005664	6.557439
2V63	G	2V6A	E	0.005681	6.557439
2V63	G	2V69	A	0.005703	6.557439
2V63	G	2V69	C	0.005705	6.557439
2V63	G	1GK8	A	0.005733	6.708204
2V63	G	1GK8	E	0.005745	6.708204
2V63	G	2V6A	F	0.005937	6.708204
2V63	H	2V63	H	0.000000	0.000000
2V63	H	2V63	A	0.000794	2.449490
2V63	H	2V67	H	0.001588	3.464102
2V63	H	2V63	C	0.001854	3.741657
2V63	H	2V63	D	0.001854	3.741657
2V63	H	2V63	B	0.001854	3.741657
2V63	H	2V63	G	0.002117	4.000000
2V63	H	2V63	E	0.002118	4.000000
2V63	H	2V67	A	0.002578	4.472136
2V63	H	2V63	F	0.002648	4.472136
2V63	H	2VDH	G	0.002729	4.582576
2V63	H	2VDH	F	0.002781	4.582576
2V63	H	2VDH	A	0.002783	4.582576
2V63	H	2V67	C	0.002982	4.795832
2V63	H	2V67	B	0.003231	5.000000
2V63	H	2V67	F	0.003310	5.000000
2V63	H	2VDH	D	0.003310	5.000000
2V63	H	1UWA	B	0.003311	5.000000
2V63	H	1UWA	R	0.003314	5.000000
2V63	H	2V67	E	0.003497	5.196152
2V63	H	1UZD	A	0.003504	5.196152
2V63	H	2VDH	C	0.003573	5.196152
2V63	H	2VDH	H	0.003576	5.196152
2V63	H	2V67	G	0.003579	5.196152
2V63	H	1UZD	R	0.003580	5.196152
2V63	H	2V68	E	0.003640	5.291503
2V63	H	2V68	A	0.003656	5.291503
2V63	H	1IR2	G	0.003712	5.291503
2V63	H	2V68	B	0.003779	5.385165
2V63	H	2V67	D	0.003800	5.385165
2V63	H	2VDH	E	0.003837	5.385165
2V63	H	2V68	H	0.003930	5.477226
2V63	H	1UZD	V	0.003977	5.477226
2V63	H	1IR2	C	0.003979	5.477226
2V63	H	1UZD	B	0.004039	5.567764
2V63	H	1UWA	O	0.004100	5.567764
2V63	H	2VDI	A	0.004108	5.567764
2V63	H	2VDI	H	0.004109	5.567764
2V63	H	1UZH	B	0.004109	5.567764
2V63	H	1UWA	A	0.004109	5.567764
2V63	H	1UWA	V	0.004109	5.567764
2V63	H	1UW9	V	0.004181	5.656854
2V63	H	2VDH	B	0.004190	5.656854
2V63	H	2V68	G	0.004209	5.830952
2V63	H	2VDI	G	0.004238	5.656854
2V63	H	2V68	F	0.004329	5.744563
2V63	H	1UWA	E	0.004370	5.744563
2V63	H	1UZD	K	0.004373	5.744563
2V63	H	2VDI	E	0.004375	5.744563
2V63	H	2V6A	D	0.004456	5.830952
2V63	H	1UW9	A	0.004586	5.916080
2V63	H	1UW9	E	0.004586	5.916080
2V63	H	1UW9	R	0.004586	5.916080
2V63	H	1UZH	E	0.004633	5.916080
2V63	H	1UWA	K	0.004640	5.916080
2V63	H	1UZH	A	0.004642	5.916080
2V63	H	2VDI	C	0.004642	5.916080
2V63	H	2VDI	F	0.004642	5.916080
2V63	H	1IR2	X	0.004770	6.000000
2V63	H	1UZD	E	0.004836	6.082763
2V63	H	1UZD	H	0.004849	6.082763
2V63	H	1UW9	B	0.004860	6.082763
2V63	H	1IR2	D	0.004863	6.082763
2V63	H	2V68	D	0.004880	6.082763
2V63	H	1UZD	O	0.004903	6.082763
2V63	H	2VDI	D	0.004907	6.082763
2V63	H	2VDI	B	0.005032	6.164414
2V63	H	1IR2	T	0.005039	6.164414
2V63	H	2V6A	B	0.005146	6.244998
2V63	H	1UZH	K	0.005164	6.244998
2V63	H	1UZH	V	0.005166	6.244998
2V63	H	1IR2	Z	0.005300	6.324555
2V63	H	2V68	C	0.005398	6.403124
2V63	H	2V6A	F	0.005405	6.403124
2V63	H	1IR2	V	0.005428	6.403124
2V63	H	1UZH	O	0.005434	6.403124
2V63	H	1UWA	H	0.005434	6.403124
2V63	H	1UZH	R	0.005438	6.403124
2V63	H	1IR2	E	0.005440	6.403124
2V63	H	1GK8	E	0.005482	6.557439
2V63	H	1IR2	F	0.005669	6.557439
2V63	H	1UW9	K	0.005671	6.557439
2V63	H	2V6A	E	0.005686	6.557439
2V63	H	1GK8	C	0.005695	6.557439
2V63	H	1UZH	H	0.005698	6.557439
2V63	H	2V6A	G	0.005703	6.557439
2V63	H	1GK8	G	0.005748	6.708204
2V63	H	1UW9	O	0.005930	6.708204
2V63	H	2V6A	C	0.005933	6.708204
2V63	H	1UW9	H	0.005938	6.708204
2V63	H	1IR2	B	0.005964	6.708204
2V63	H	1IR2	Y	0.005968	6.708204
2V63	H	1GK8	A	0.006015	6.855655
2V63	H	1IR2	W	0.006058	6.782330
2V63	H	2V6A	H	0.006217	6.855655
2V63	H	2V69	A	0.006236	6.855655
2V63	H	2V69	C	0.006240	6.855655
2V63	H	2V69	D	0.006343	6.928203
2V63	H	1IR2	H	0.006359	6.928203
2V63	H	1IR2	S	0.006489	7.000000
2V63	I	2V63	I	0.000000	0.000000
2V63	I	2V63	P	0.003284	1.414214
2V63	I	2V63	L	0.003300	1.414214
2V63	I	2V63	M	0.003300	1.414214
2V63	I	2V67	M	0.006574	2.000000
2V63	I	2V63	N	0.006601	2.000000
2V63	I	2V63	K	0.006601	2.000000
2V63	I	2V68	I	0.006601	2.000000
2V63	I	2V67	N	0.008804	2.449490
2V63	I	2V67	O	0.008804	2.449490
2V63	I	2V68	P	0.009815	2.449490
2V63	I	2V63	O	0.009863	2.449490
2V63	I	2V63	J	0.009863	2.449490
2V63	I	2V67	L	0.009863	2.449490
2V63	I	2V68	L	0.009863	2.449490
2V63	I	2V68	M	0.009863	2.449490
2V63	I	2VDI	L	0.009863	2.449490
2V63	I	2VDH	M	0.009863	2.449490
2V63	I	2V68	K	0.009901	2.449490
2V63	I	2VDH	L	0.009901	2.449490
2V63	I	2V67	J	0.011822	2.828427
2V63	I	1IR2	O	0.013094	2.828427
2V63	I	1IR2	1	0.013094	2.828427
2V63	I	2V68	J	0.013094	2.828427
2V63	I	1IR2	6	0.013153	2.828427
2V63	I	1IR2	3	0.013153	2.828427
2V63	I	1IR2	7	0.013153	2.828427
2V63	I	2V67	I	0.013153	2.828427
2V63	I	2VDI	I	0.013153	2.828427
2V63	I	2VDH	K	0.013153	2.828427
2V63	I	2VDI	K	0.013153	2.828427
2V63	I	2VDH	N	0.013153	2.828427
2V63	I	2VDI	N	0.013153	2.828427
2V63	I	2VDI	O	0.013153	2.828427
2V63	I	2VDI	P	0.013153	2.828427
2V63	I	2VDI	M	0.013201	2.828427
2V63	I	2V68	N	0.013201	2.828427
2V63	I	1UW9	I	0.014766	3.000000
2V63	I	1UW9	J	0.014766	3.000000
2V63	I	1UW9	M	0.014766	3.000000
2V63	I	1UW9	P	0.014766	3.000000
2V63	I	1UW9	F	0.014766	3.000000
2V63	I	1UW9	T	0.014766	3.000000
2V63	I	1UW9	W	0.014766	3.000000
2V63	I	1UW9	C	0.014766	3.000000
2V63	I	2VDH	J	0.014812	3.162278
2V63	I	2VDH	O	0.014812	3.162278
2V63	I	2VDH	P	0.014989	3.162278
2V63	I	2V67	K	0.014989	3.162278
2V63	I	2V6A	M	0.014989	3.162278
2V63	I	1IR2	L	0.015158	3.162278
2V63	I	2VDI	J	0.016372	3.162278
2V63	I	1IR2	2	0.016442	3.162278
2V63	I	1IR2	4	0.016442	3.162278
2V63	I	1IR2	M	0.016442	3.162278
2V63	I	1UWA	I	0.017781	3.316625
2V63	I	1UWA	W	0.017970	3.316625
2V63	I	1UWA	C	0.017970	3.316625
2V63	I	1UWA	J	0.017970	3.316625
2V63	I	1UWA	M	0.017970	3.316625
2V63	I	1UWA	P	0.017970	3.316625
2V63	I	1UWA	T	0.017970	3.316625
2V63	I	2V67	P	0.018156	3.464102
2V63	I	1IR2	8	0.019651	3.464102
2V63	I	1IR2	I	0.019732	3.464102
2V63	I	1IR2	N	0.019732	3.464102
2V63	I	1IR2	P	0.019732	3.464102
2V63	I	2V68	O	0.019732	3.464102
2V63	I	1UWA	F	0.021033	3.605551
2V63	I	2VDH	I	0.021127	3.741657
2V63	I	1IR2	K	0.021323	3.741657
2V63	I	2V6A	O	0.022930	3.741657
2V63	I	2V6A	L	0.023021	3.741657
2V63	I	2V6A	N	0.024491	4.000000
2V63	I	2V6A	I	0.024491	4.000000
2V63	I	2V6A	J	0.024491	4.000000
2V63	I	2V6A	K	0.026209	4.000000
2V63	I	2V6A	P	0.027658	4.242641
2V63	I	2V69	K	0.031253	4.472136
2V63	I	1IR2	J	0.033285	4.472136
2V63	I	2V69	P	0.034439	4.690416
2V63	I	2V69	O	0.034855	4.690416
2V63	I	1GK8	O	0.036963	4.690416
2V63	I	1IR2	5	0.037626	4.898979
2V63	I	2V69	J	0.037847	4.898979
2V63	I	2V69	L	0.037847	4.898979
2V63	I	2V69	N	0.037847	4.898979
2V63	I	2V69	M	0.037847	4.898979
2V63	I	2V69	I	0.037847	4.898979
2V63	I	1GK8	I	0.043860	5.099020
2V63	I	1GK8	M	0.043860	5.099020
2V63	I	1GK8	K	0.047300	5.291503
2V63	I	1UZH	F	0.103448	7.810250
2V63	I	1UZH	I	0.103696	7.810250
2V63	I	1UZH	M	0.103696	7.810250
2V63	I	1UZH	J	0.103696	7.810250
2V63	I	1UZH	T	0.110538	8.062258
2V63	I	1UZH	W	0.110538	8.062258
2V63	I	1UZH	C	0.110538	8.062258
2V63	I	1UZH	P	0.110800	8.062258
2V63	J	2V63	J	-0.000000	0.000000
2V63	J	2V67	J	0.002440	1.414214
2V63	J	2V67	M	0.003279	1.414214
2V63	J	2VDH	N	0.003279	1.414214
2V63	J	2V63	K	0.003284	1.414214
2V63	J	2V63	N	0.003284	1.414214
2V63	J	1UW9	P	0.004909	1.732051
2V63	J	1UW9	W	0.004909	1.732051
2V63	J	1UW9	M	0.004909	1.732051
2V63	J	1UW9	T	0.004909	1.732051
2V63	J	1UW9	C	0.004909	1.732051
2V63	J	1UW9	F	0.004909	1.732051
2V63	J	1UW9	I	0.004909	1.732051
2V63	J	1UW9	J	0.004909	1.732051
2V63	J	2VDH	J	0.005458	2.000000
2V63	J	2VDH	O	0.005458	2.000000
2V63	J	2V67	K	0.005596	2.000000
2V63	J	2VDH	P	0.005596	2.000000
2V63	J	2V67	N	0.005727	2.000000
2V63	J	2V67	O	0.005727	2.000000
2V63	J	2V68	L	0.006557	2.000000
2V63	J	2V67	I	0.006557	2.000000
2V63	J	2V63	O	0.006557	2.000000
2V63	J	2V67	L	0.006557	2.000000
2V63	J	2V68	M	0.006557	2.000000
2V63	J	2VDI	I	0.006557	2.000000
2V63	J	2VDI	K	0.006557	2.000000
2V63	J	2VDI	L	0.006557	2.000000
2V63	J	2VDH	M	0.006557	2.000000
2V63	J	2VDI	N	0.006557	2.000000
2V63	J	2VDI	O	0.006557	2.000000
2V63	J	2VDI	P	0.006557	2.000000
2V63	J	2V63	M	0.006574	2.000000
2V63	J	2V68	K	0.006574	2.000000
2V63	J	2V63	L	0.006574	2.000000
2V63	J	2VDH	L	0.006574	2.000000
2V63	J	1UWA	I	0.008040	2.236068
2V63	J	1UWA	M	0.008145	2.236068
2V63	J	1UWA	C	0.008145	2.236068
2V63	J	1UWA	J	0.008145	2.236068
2V63	J	1UWA	P	0.008145	2.236068
2V63	J	1UWA	W	0.008145	2.236068
2V63	J	1UWA	T	0.008145	2.236068
2V63	J	1IR2	O	0.009799	2.449490
2V63	J	1IR2	1	0.009799	2.449490
2V63	J	2VDI	J	0.009799	2.449490
2V63	J	1IR2	8	0.009799	2.449490
2V63	J	1IR2	6	0.009836	2.449490
2V63	J	1IR2	N	0.009836	2.449490
2V63	J	1IR2	P	0.009836	2.449490
2V63	J	1IR2	3	0.009836	2.449490
2V63	J	1IR2	7	0.009836	2.449490
2V63	J	2VDH	K	0.009836	2.449490
2V63	J	2V63	I	0.009863	2.449490
2V63	J	2V68	I	0.009863	2.449490
2V63	J	2V68	N	0.009863	2.449490
2V63	J	2VDI	M	0.009863	2.449490
2V63	J	1UWA	F	0.011282	2.645751
2V63	J	2VDH	I	0.011752	2.828427
2V63	J	2V67	P	0.011910	2.828427
2V63	J	2V6A	M	0.011910	2.828427
2V63	J	2V68	J	0.013067	2.828427
2V63	J	2V68	P	0.013067	2.828427
2V63	J	2V6A	O	0.013067	2.828427
2V63	J	1IR2	M	0.013115	2.828427
2V63	J	1IR2	2	0.013115	2.828427
2V63	J	1IR2	4	0.013115	2.828427
2V63	J	2V63	P	0.013115	2.828427
2V63	J	2V6A	L	0.013115	2.828427
2V63	J	2V68	O	0.013115	2.828427
2V63	J	2V6A	I	0.015067	3.162278
2V63	J	2V6A	J	0.015067	3.162278
2V63	J	2V6A	N	0.015067	3.162278
2V63	J	2V6A	K	0.016335	3.162278
2V63	J	1IR2	I	0.016393	3.162278
2V63	J	2V6A	P	0.018224	3.464102
2V63	J	1IR2	K	0.018224	3.464102
2V63	J	1IR2	L	0.018392	3.464102
2V63	J	1IR2	J	0.023170	3.741657
2V63	J	2V69	P	0.034434	4.690416
2V63	J	2V69	N	0.034635	4.690416
2V63	J	1GK8	O	0.036685	4.690416
2V63	J	1GK8	I	0.036716	4.690416
2V63	J	1GK8	M	0.036716	4.690416
2V63	J	2V69	K	0.037610	4.898979
2V63	J	2V69	M	0.037821	4.898979
2V63	J	2V69	I	0.037821	4.898979
2V63	J	2V69	J	0.037821	4.898979
2V63	J	2V69	L	0.037821	4.898979
2V63	J	1GK8	K	0.040144	4.898979
2V63	J	1IR2	5	0.040786	5.099020
2V63	J	2V69	O	0.041220	5.099020
2V63	J	1UZH	F	0.092802	7.416198
2V63	J	1UZH	J	0.093000	7.416198
2V63	J	1UZH	I	0.093000	7.416198
2V63	J	1UZH	M	0.093000	7.416198
2V63	J	1UZH	C	0.099820	7.681146
2V63	J	1UZH	T	0.099820	7.681146
2V63	J	1UZH	W	0.099820	7.681146
2V63	J	1UZH	P	0.100033	7.681146
2V63	K	2V63	K	0.000000	0.000000
2V63	K	2V63	N	0.000000	0.000000
2V63	K	2V67	N	0.002450	1.414214
2V63	K	2V67	O	0.002450	1.414214
2V63	K	2V63	O	0.003284	1.414214
2V63	K	2V63	J	0.003284	1.414214
2V63	K	2V63	L	0.003300	1.414214
2V63	K	2V63	M	0.003300	1.414214
2V63	K	2V68	K	0.003300	1.414214
2V63	K	2VDH	L	0.003300	1.414214
2V63	K	2V67	J	0.005487	2.000000
2V63	K	2VDH	K	0.006574	2.000000
2V63	K	2V67	M	0.006574	2.000000
2V63	K	2VDH	N	0.006574	2.000000
2V63	K	2V63	I	0.006601	2.000000
2V63	K	2V68	I	0.006601	2.000000
2V63	K	2V68	N	0.006601	2.000000
2V63	K	2VDI	M	0.006601	2.000000
2V63	K	1UW9	T	0.008198	2.236068
2V63	K	1UW9	C	0.008198	2.236068
2V63	K	1UW9	F	0.008198	2.236068
2V63	K	1UW9	I	0.008198	2.236068
2V63	K	1UW9	J	0.008198	2.236068
2V63	K	1UW9	M	0.008198	2.236068
2V63	K	1UW9	P	0.008198	2.236068
2V63	K	1UW9	W	0.008198	2.236068
2V63	K	2VDH	O	0.008496	2.449490
2V63	K	2VDH	J	0.008496	2.449490
2V63	K	2V67	K	0.008654	2.449490
2V63	K	2VDH	P	0.008654	2.449490
2V63	K	2V68	L	0.009863	2.449490
2V63	K	2V68	M	0.009863	2.449490
2V63	K	2VDI	I	0.009863	2.449490
2V63	K	2VDI	L	0.009863	2.449490
2V63	K	2V67	I	0.009863	2.449490
2V63	K	2V67	L	0.009863	2.449490
2V63	K	2V63	P	0.009863	2.449490
2V63	K	2VDH	M	0.009863	2.449490
2V63	K	2VDI	N	0.009863	2.449490
2V63	K	2VDI	O	0.009863	2.449490
2V63	K	2VDI	P	0.009863	2.449490
2V63	K	2VDI	K	0.009863	2.449490
2V63	K	1UWA	I	0.011276	2.645751
2V63	K	1UWA	C	0.011424	2.645751
2V63	K	1UWA	W	0.011424	2.645751
2V63	K	1UWA	J	0.011424	2.645751
2V63	K	1UWA	M	0.011424	2.645751
2V63	K	1UWA	P	0.011424	2.645751
2V63	K	1UWA	T	0.011424	2.645751
2V63	K	1IR2	1	0.013094	2.828427
2V63	K	1IR2	O	0.013094	2.828427
2V63	K	1IR2	8	0.013094	2.828427
2V63	K	2VDI	J	0.013094	2.828427
2V63	K	1IR2	P	0.013153	2.828427
2V63	K	1IR2	3	0.013153	2.828427
2V63	K	1IR2	6	0.013153	2.828427
